url_path,views_total,views_unique
/floneum/floneum,563,364
/floneum/floneum/tree/master/interfaces/kalosm,373,77
/floneum/floneum/tree/master/floneum/floneum,290,102
/floneum/floneum/tree/master/interfaces,79,14
/floneum/floneum/tree/master/interfaces/kalosm/examples,77,14
/floneum/floneum/tree/master,58,41
/floneum/floneum/releases/tag/v0.2.0,55,41
/floneum/floneum/tree/master/kalosm,52,23
/floneum/floneum/tree/master/floneum,49,15
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,45,14
