url_path,views_total,views_unique
/floneum/floneum,909,563
/floneum/floneum/tree/main/interfaces/kalosm,817,206
/floneum/floneum/tree/main/interfaces/kalosm/examples,501,91
/floneum/floneum/tree/main/floneum/floneum,296,102
/floneum/floneum/blob/main/interfaces/kalosm/examples/chat.rs,161,55
/floneum/floneum/issues,120,52
/floneum/floneum/tree/main/interfaces,113,35
/floneum/floneum/tree/main/models,110,35
/floneum/floneum/tree/main,106,71
/floneum/floneum/blob/main/interfaces/kalosm/Cargo.toml,97,36
