url_path,views_total,views_unique
/floneum/floneum/tree/master/interfaces/kalosm,383,92
/floneum/floneum,259,138
/floneum/floneum/tree/master/floneum/floneum,111,37
/floneum/floneum/tree/master/interfaces/kalosm/examples,84,21
/floneum/floneum/tree/master/interfaces,70,18
/floneum/floneum/tree/master,60,32
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,38,13
/floneum/floneum/tree/master/kalosm,37,15
/floneum/floneum/tree/master/models,35,14
/floneum/floneum/releases/tag/v0.2.0,34,25
