url_path,views_total,views_unique
/floneum/floneum,328,190
/floneum/floneum/releases/tag/v0.2.0,235,152
/floneum/floneum/tree/main/interfaces/kalosm,232,74
/floneum/floneum/tree/main/floneum,90,23
/floneum/floneum/tree/main/floneum/floneum,83,30
/floneum/floneum/tree/main,44,31
/floneum/floneum/tree/main/floneum/floneum/src,42,13
/floneum/floneum/blob/main/interfaces/kalosm/examples/ocr.rs,41,14
/floneum/floneum/tree/main/interfaces,40,10
/floneum/floneum/blob/main/interfaces/kalosm/examples/tools.rs,31,14
