url_path,views_total,views_unique
/floneum/floneum/tree/master/interfaces/kalosm,380,82
/floneum/floneum,267,138
/floneum/floneum/tree/master/interfaces/kalosm/examples,110,21
/floneum/floneum/tree/master/floneum/floneum,99,33
/floneum/floneum/tree/master/interfaces,78,17
/floneum/floneum/tree/master/kalosm,53,18
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,51,17
/floneum/floneum/tree/master/models,51,15
/floneum/floneum/tree/master,43,29
/floneum/floneum/releases/tag/v0.2.0,43,28
