url_path,views_total,views_unique
/floneum/floneum/tree/master/interfaces/kalosm,304,84
/floneum/floneum,250,135
/floneum/floneum/tree/master/floneum/floneum,116,38
/floneum/floneum/tree/master/interfaces/kalosm/examples,69,19
/floneum/floneum/tree/master,53,29
/floneum/floneum/tree/master/interfaces,49,16
/floneum/floneum/releases/tag/v0.2.0,37,27
/floneum/floneum/tree/master/kalosm,37,15
/floneum/floneum/tree/master/models,35,14
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,33,11
