url_path,views_total,views_unique
/floneum/floneum,279,136
/floneum/floneum/tree/master/interfaces/kalosm,275,75
/floneum/floneum/tree/master/floneum/floneum,137,48
/floneum/floneum/tree/master/interfaces,89,15
/floneum/floneum/tree/master/floneum,86,22
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,73,25
/floneum/floneum/tree/master/kalosm,73,20
/floneum/floneum/tree/master,68,35
/floneum/floneum/tree/master/interfaces/kalosm/examples,59,10
/floneum/floneum/releases/tag/v0.2.0,58,41
