url_path,views_total,views_unique
/floneum/floneum,380,209
/floneum/floneum/releases/tag/v0.2.0,282,185
/floneum/floneum/tree/main/interfaces/kalosm,241,76
/floneum/floneum/tree/main/floneum,85,21
/floneum/floneum/tree/main/floneum/floneum,71,25
/floneum/floneum/tree/main,54,34
/floneum/floneum/tree/main/interfaces,51,15
/floneum/floneum/blob/main/interfaces/kalosm/examples/ocr.rs,43,14
/floneum/floneum/tree/main/interfaces/kalosm/examples,40,15
/floneum/floneum/tree/main/floneum/floneum/src,38,11
