time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-06 00:00:00+00:00,13,3,236,21
2024-08-07 00:00:00+00:00,60,9,278,27
2024-08-08 00:00:00+00:00,31,7,555,30
2024-08-09 00:00:00+00:00,33,4,147,23
2024-08-10 00:00:00+00:00,106,10,265,21
2024-08-11 00:00:00+00:00,6,3,251,20
2024-08-12 00:00:00+00:00,16,5,147,32
2024-08-13 00:00:00+00:00,68,6,336,35
2024-08-14 00:00:00+00:00,21,6,157,36
2024-08-15 00:00:00+00:00,2,2,184,46
2024-08-16 00:00:00+00:00,10,5,177,32
2024-08-17 00:00:00+00:00,5,5,317,22
2024-08-18 00:00:00+00:00,25,7,154,29
2024-08-19 00:00:00+00:00,7,5,144,31
