url_path,views_total,views_unique
/floneum/floneum,1143,632
/floneum/floneum/tree/main/interfaces/kalosm,1046,245
/floneum/floneum/tree/main/interfaces/kalosm/examples,702,118
/floneum/floneum/tree/main/floneum/floneum,362,126
/floneum/floneum/blob/main/interfaces/kalosm/examples/chat.rs,186,67
/floneum/floneum/tree/main/interfaces,162,43
/floneum/floneum/tree/main,160,92
/floneum/floneum/issues,151,57
/floneum/floneum/blob/main/interfaces/kalosm/Cargo.toml,141,48
/floneum/floneum/tree/main/models,140,40
