url_path,views_total,views_unique
/floneum/floneum,300,164
/floneum/floneum/tree/main/interfaces/kalosm,247,54
/floneum/floneum/tree/main/interfaces/kalosm/examples,131,22
/floneum/floneum/tree/main/floneum/floneum,105,34
/floneum/floneum/releases/tag/v0.2.0,82,48
/floneum/floneum/blob/main/interfaces/kalosm/examples/chat.rs,46,12
/floneum/floneum/tree/main/interfaces,45,16
/floneum/floneum/tree/main/models,44,17
/floneum/floneum/blob/main/interfaces/kalosm/examples/ocr.rs,44,13
/floneum/floneum/issues,37,16
