url_path,views_total,views_unique
/floneum/floneum,1009,603
/floneum/floneum/tree/main/interfaces/kalosm,941,224
/floneum/floneum/tree/main/interfaces/kalosm/examples,563,103
/floneum/floneum/tree/main/floneum/floneum,327,113
/floneum/floneum/blob/main/interfaces/kalosm/examples/chat.rs,174,60
/floneum/floneum/issues,141,55
/floneum/floneum/tree/main/interfaces,138,38
/floneum/floneum/tree/main/models,133,40
/floneum/floneum/tree/main,125,79
/floneum/floneum/blob/main/interfaces/kalosm/Cargo.toml,115,41
