url_path,views_total,views_unique
/floneum/floneum/tree/master/interfaces/kalosm,329,74
/floneum/floneum,306,134
/floneum/floneum/tree/master/floneum/floneum,129,40
/floneum/floneum/tree/master/models,88,23
/floneum/floneum/tree/master/interfaces,81,20
/floneum/floneum/tree/master/floneum,66,18
/floneum/floneum/tree/master/interfaces/kalosm/examples,64,13
/floneum/floneum/tree/master,56,35
/floneum/floneum/commits/master,50,11
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,40,15
