url_path,views_total,views_unique
/floneum/floneum,385,199
/floneum/floneum/tree/main/interfaces/kalosm,224,58
/floneum/floneum/releases/tag/v0.2.0,147,111
/floneum/floneum/tree/main/floneum/floneum,129,43
/floneum/floneum/tree/main/interfaces,69,10
/floneum/floneum/tree/main/interfaces/kalosm/examples,54,15
/floneum/floneum/tree/main,51,24
/floneum/floneum/blob/main/interfaces/kalosm-language/src/tool/mod.rs,50,19
/floneum/floneum/blob/main/interfaces/kalosm/examples/tools.rs,41,18
/floneum/floneum/blob/main/interfaces/kalosm/examples/ocr.rs,38,14
