url_path,views_total,views_unique
/floneum/floneum,316,178
/floneum/floneum/tree/main/interfaces/kalosm,302,65
/floneum/floneum/tree/main/interfaces/kalosm/examples,188,25
/floneum/floneum/releases/tag/v0.2.0,140,56
/floneum/floneum/tree/main/floneum/floneum,126,32
/floneum/floneum/tree/main/floneum,65,17
/floneum/floneum/tree/main/interfaces,59,16
/floneum/floneum/tree/main/models,52,13
/floneum/floneum/blob/main/interfaces/kalosm/examples/chat.rs,51,14
/floneum/floneum/tree/main/interfaces/kalosm/src,47,8
