time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-16 00:00:00+00:00,107,35,468,52
2023-12-17 00:00:00+00:00,4,4,262,51
2023-12-18 00:00:00+00:00,6,6,243,41
2023-12-19 00:00:00+00:00,5,5,369,33
2023-12-20 00:00:00+00:00,28,14,123,23
2023-12-21 00:00:00+00:00,33,18,230,28
2023-12-22 00:00:00+00:00,13,9,205,35
2023-12-23 00:00:00+00:00,7,7,97,22
2023-12-24 00:00:00+00:00,50,15,162,57
2023-12-25 00:00:00+00:00,33,13,311,41
2023-12-26 00:00:00+00:00,70,25,111,23
2023-12-27 00:00:00+00:00,28,16,246,34
2023-12-28 00:00:00+00:00,3,3,175,22
2023-12-29 00:00:00+00:00,3,2,113,14
