time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-28 00:00:00+00:00,,,85,4
2023-11-29 00:00:00+00:00,8.0,6.0,526,44
2023-11-30 00:00:00+00:00,2.0,2.0,206,34
2023-12-01 00:00:00+00:00,36.0,12.0,123,26
2023-12-02 00:00:00+00:00,215.0,14.0,177,19
2023-12-03 00:00:00+00:00,2.0,2.0,209,22
2023-12-04 00:00:00+00:00,18.0,9.0,187,25
2023-12-05 00:00:00+00:00,59.0,18.0,296,33
2023-12-06 00:00:00+00:00,5.0,5.0,174,23
2023-12-07 00:00:00+00:00,23.0,8.0,185,20
2023-12-08 00:00:00+00:00,10.0,6.0,80,26
2023-12-09 00:00:00+00:00,5.0,4.0,67,16
2023-12-10 00:00:00+00:00,37.0,13.0,177,11
2023-12-11 00:00:00+00:00,19.0,10.0,279,32
2023-12-12 00:00:00+00:00,16.0,7.0,471,21
