time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-06 00:00:00+00:00,16,14,104,42
2024-05-07 00:00:00+00:00,4,4,319,39
2024-05-08 00:00:00+00:00,14,11,158,35
2024-05-09 00:00:00+00:00,19,10,185,35
2024-05-10 00:00:00+00:00,10,7,105,37
2024-05-11 00:00:00+00:00,14,10,198,34
2024-05-12 00:00:00+00:00,35,12,133,25
2024-05-13 00:00:00+00:00,9,9,294,35
2024-05-14 00:00:00+00:00,11,7,254,47
2024-05-15 00:00:00+00:00,56,22,121,28
2024-05-16 00:00:00+00:00,12,8,222,37
2024-05-17 00:00:00+00:00,15,10,161,36
2024-05-18 00:00:00+00:00,75,29,177,27
2024-05-19 00:00:00+00:00,7,7,75,23
