time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-10 00:00:00+00:00,10,7,105,37
2024-05-11 00:00:00+00:00,14,10,198,34
2024-05-12 00:00:00+00:00,35,12,133,25
2024-05-13 00:00:00+00:00,9,9,294,35
2024-05-14 00:00:00+00:00,11,7,254,47
2024-05-15 00:00:00+00:00,56,22,121,28
2024-05-16 00:00:00+00:00,12,8,222,37
2024-05-17 00:00:00+00:00,15,10,161,36
2024-05-18 00:00:00+00:00,75,29,177,27
2024-05-19 00:00:00+00:00,8,8,80,27
2024-05-20 00:00:00+00:00,8,8,205,37
2024-05-21 00:00:00+00:00,18,12,149,31
2024-05-22 00:00:00+00:00,46,18,231,55
2024-05-23 00:00:00+00:00,9,8,286,64
