time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-26 00:00:00+00:00,70,25,111,23
2023-12-27 00:00:00+00:00,28,16,246,34
2023-12-28 00:00:00+00:00,3,3,175,22
2023-12-29 00:00:00+00:00,4,3,129,15
2023-12-30 00:00:00+00:00,28,13,170,17
2023-12-31 00:00:00+00:00,8,7,77,15
2024-01-01 00:00:00+00:00,43,18,231,20
2024-01-02 00:00:00+00:00,15,7,142,21
2024-01-03 00:00:00+00:00,4,3,195,29
2024-01-04 00:00:00+00:00,4,4,317,19
2024-01-05 00:00:00+00:00,1,1,20,10
2024-01-06 00:00:00+00:00,4,4,117,13
2024-01-07 00:00:00+00:00,4,4,174,14
2024-01-08 00:00:00+00:00,6,6,122,20
