url_path,views_total,views_unique
/floneum/floneum,377,186
/floneum/floneum/tree/main/interfaces/kalosm,231,67
/floneum/floneum/releases/tag/v0.2.0,149,106
/floneum/floneum/tree/main/floneum/floneum,149,48
/floneum/floneum/tree/main/interfaces/kalosm/examples,64,17
/floneum/floneum/tree/main,48,26
/floneum/floneum/tree/main/floneum,45,14
/floneum/floneum/blob/main/interfaces/kalosm-language/src/tool/mod.rs,41,14
/floneum/floneum/blob/main/interfaces/kalosm/examples/ocr.rs,34,12
/floneum/floneum/stargazers,33,1
