url_path,views_total,views_unique
/floneum/floneum,380,189
/floneum/floneum/tree/main/interfaces/kalosm,207,66
/floneum/floneum/releases/tag/v0.2.0,160,115
/floneum/floneum/tree/main/floneum/floneum,132,47
/floneum/floneum/tree/main/interfaces/kalosm/examples,45,12
/floneum/floneum/stargazers,45,1
/floneum/floneum/blob/main/interfaces/kalosm-language/src/tool/mod.rs,44,16
/floneum/floneum/blob/main/interfaces/kalosm/examples/tools.rs,35,15
/floneum/floneum/tree/main,33,22
/floneum/floneum/tree/main/floneum,32,12
