url_path,views_total,views_unique
/floneum/floneum,516,224
/floneum/floneum/releases/tag/v0.2.0,260,184
/floneum/floneum/tree/main/interfaces/kalosm,260,68
/floneum/floneum/tree/main/floneum/floneum,168,51
/floneum/floneum/tree/main/interfaces/kalosm/examples,89,16
/floneum/floneum/stargazers,59,1
/floneum/floneum/blob/main/interfaces/kalosm/examples/tools.rs,56,25
/floneum/floneum/tree/main/models,56,11
/floneum/floneum/blob/main/interfaces/kalosm/examples/chat.rs,53,18
/floneum/floneum/issues,48,26
