url_path,views_total,views_unique
/floneum/floneum,437,191
/floneum/floneum/tree/main/interfaces/kalosm,278,74
/floneum/floneum/releases/tag/v0.2.0,190,135
/floneum/floneum/tree/main/floneum/floneum,157,41
/floneum/floneum/tree/main/interfaces/kalosm/examples,143,14
/floneum/floneum/stargazers,69,1
/floneum/floneum/blob/main/interfaces/kalosm/examples/tools.rs,53,23
/floneum/floneum/tree/main,52,26
/floneum/floneum/blob/main/interfaces/kalosm/examples/chat-phi-3.rs,46,8
/floneum/floneum/blob/main/interfaces/kalosm-language/src/tool/mod.rs,45,20
