url_path,views_total,views_unique
/floneum/floneum/tree/master/interfaces/kalosm,296,79
/floneum/floneum,282,142
/floneum/floneum/tree/master/floneum/floneum,149,52
/floneum/floneum/tree/master/interfaces,85,15
/floneum/floneum/tree/master/floneum,84,22
/floneum/floneum/tree/master/kalosm,74,22
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,73,25
/floneum/floneum/tree/master,70,39
/floneum/floneum/releases/tag/v0.2.0,59,40
/floneum/floneum/tree/master/interfaces/kalosm/examples,55,12
