time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-08 00:00:00+00:00,7.0,7.0,141,20
2024-01-09 00:00:00+00:00,9.0,8.0,188,26
2024-01-10 00:00:00+00:00,5.0,4.0,280,32
2024-01-11 00:00:00+00:00,13.0,8.0,181,27
2024-01-12 00:00:00+00:00,32.0,12.0,309,28
2024-01-13 00:00:00+00:00,33.0,16.0,514,24
2024-01-14 00:00:00+00:00,21.0,10.0,159,17
2024-01-15 00:00:00+00:00,10.0,9.0,187,22
2024-01-16 00:00:00+00:00,5.0,5.0,358,35
2024-01-17 00:00:00+00:00,3.0,3.0,185,25
2024-01-18 00:00:00+00:00,5.0,5.0,81,25
2024-01-19 00:00:00+00:00,2.0,2.0,314,19
2024-01-20 00:00:00+00:00,5.0,5.0,214,14
2024-01-21 00:00:00+00:00,,,133,12
