url_path,views_total,views_unique
/floneum/floneum,502,256
/floneum/floneum/tree/master/interfaces/kalosm,476,119
/floneum/floneum/tree/master/interfaces/kalosm/examples,94,22
/floneum/floneum/tree/master/interfaces,87,19
/floneum/floneum/tree/master/models,81,24
/floneum/floneum/tree/master,74,43
/floneum/floneum/tree/master/floneum,60,16
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,59,18
/floneum/floneum/releases/tag/v0.2.0,54,39
/floneum/floneum/tree/master/models/rphi/src,50,3
