url_path,views_total,views_unique
/floneum/floneum/tree/master/interfaces/kalosm,396,88
/floneum/floneum,253,133
/floneum/floneum/tree/master/interfaces/kalosm/examples,101,19
/floneum/floneum/tree/master/floneum/floneum,96,31
/floneum/floneum/tree/master/interfaces,81,21
/floneum/floneum/tree/master,53,31
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,49,18
/floneum/floneum/tree/master/kalosm,47,16
/floneum/floneum/tree/master/interfaces/kalosm/src,47,10
/floneum/floneum/releases/tag/v0.2.0,44,31
