url_path,views_total,views_unique
/floneum/floneum,289,112
/floneum/floneum/tree/master/interfaces/kalosm,285,70
/floneum/floneum/tree/master/floneum/floneum,123,32
/floneum/floneum/tree/master/interfaces/kalosm/examples,84,11
/floneum/floneum/tree/master/models,53,13
/floneum/floneum/tree/master,46,25
/floneum/floneum/tree/master/interfaces,45,13
/floneum/floneum/tree/master/floneum,40,12
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,29,10
/floneum/floneum/releases/tag/v0.2.0,28,19
