url_path,views_total,views_unique
/floneum/floneum,527,338
/floneum/floneum/tree/main/interfaces/kalosm,453,123
/floneum/floneum/tree/main/interfaces/kalosm/examples,218,49
/floneum/floneum/tree/main/floneum/floneum,183,66
/floneum/floneum/releases/tag/v0.2.0,82,47
/floneum/floneum/issues,73,30
/floneum/floneum/tree/main/models,66,23
/floneum/floneum/blob/main/interfaces/kalosm/examples/chat.rs,65,22
/floneum/floneum/tree/main,63,43
/floneum/floneum/blob/main/interfaces/kalosm/examples/ocr.rs,62,17
