url_path,views_total,views_unique
/floneum/floneum,1383,741
/floneum/floneum/tree/main/interfaces/kalosm,1256,296
/floneum/floneum/tree/main/interfaces/kalosm/examples,815,137
/floneum/floneum/tree/main/floneum/floneum,397,130
/floneum/floneum/blob/main/interfaces/kalosm/examples/chat.rs,223,86
/floneum/floneum/tree/main/interfaces,220,49
/floneum/floneum/issues,191,69
/floneum/floneum/tree/main,190,106
/floneum/floneum/tree/main/models,153,45
/floneum/floneum/blob/main/interfaces/kalosm/Cargo.toml,147,48
