url_path,views_total,views_unique
/floneum/floneum/tree/master/interfaces/kalosm,392,83
/floneum/floneum,259,135
/floneum/floneum/tree/master/floneum/floneum,100,33
/floneum/floneum/tree/master/interfaces/kalosm/examples,99,20
/floneum/floneum/tree/master/interfaces,79,19
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,60,19
/floneum/floneum/tree/master/kalosm,55,19
/floneum/floneum/tree/master/models,49,14
/floneum/floneum/tree/master/interfaces/kalosm/src,47,10
/floneum/floneum/tree/master,45,29
