url_path,views_total,views_unique
/floneum/floneum,944,456
/floneum/floneum/tree/main/interfaces/kalosm,668,202
/floneum/floneum/tree/main/interfaces/kalosm/examples,387,84
/floneum/floneum/tree/main/floneum/floneum,197,80
/floneum/floneum/tree/main/interfaces,150,41
/floneum/floneum/issues,140,51
/floneum/floneum/tree/main,129,71
/floneum/floneum/releases/tag/v0.2.0,104,56
/floneum/floneum/blob/main/interfaces/kalosm/examples/chat.rs,101,50
/floneum/floneum/blob/main/interfaces/kalosm/examples/axum.rs,95,23
