url_path,views_total,views_unique
/floneum/floneum/tree/master/interfaces/kalosm,403,91
/floneum/floneum,257,136
/floneum/floneum/tree/master/floneum/floneum,103,33
/floneum/floneum/tree/master/interfaces/kalosm/examples,100,20
/floneum/floneum/tree/master/interfaces,83,22
/floneum/floneum/tree/master,54,32
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,53,20
/floneum/floneum/tree/master/kalosm,53,18
/floneum/floneum/tree/master/interfaces/kalosm/src,52,11
/floneum/floneum/tree/master/models,42,13
