url_path,views_total,views_unique
/floneum/floneum,357,182
/floneum/floneum/tree/master/interfaces/kalosm,331,73
/floneum/floneum/tree/master/interfaces,91,17
/floneum/floneum/tree/master/floneum/floneum,74,25
/floneum/floneum/tree/master/interfaces/kalosm/examples,69,17
/floneum/floneum/tree/master,63,39
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,58,18
/floneum/floneum/tree/master/kalosm,54,25
/floneum/floneum/tree/master/floneum,48,10
/floneum/floneum/tree/master/models,44,17
