url_path,views_total,views_unique
/floneum/floneum,1070,624
/floneum/floneum/tree/main/interfaces/kalosm,1007,236
/floneum/floneum/tree/main/interfaces/kalosm/examples,642,111
/floneum/floneum/tree/main/floneum/floneum,348,118
/floneum/floneum/blob/main/interfaces/kalosm/examples/chat.rs,180,62
/floneum/floneum/tree/main/interfaces,149,40
/floneum/floneum/issues,147,57
/floneum/floneum/tree/main,143,88
/floneum/floneum/tree/main/models,138,41
/floneum/floneum/blob/main/interfaces/kalosm/Cargo.toml,130,46
