url_path,views_total,views_unique
/floneum/floneum/tree/master/interfaces/kalosm,291,70
/floneum/floneum,289,113
/floneum/floneum/tree/master/floneum/floneum,108,31
/floneum/floneum/tree/master/interfaces/kalosm/examples,84,11
/floneum/floneum/tree/master/models,58,15
/floneum/floneum/tree/master/interfaces,51,15
/floneum/floneum/tree/master,50,28
/floneum/floneum/tree/master/floneum,40,12
/floneum/floneum/releases/tag/v0.2.0,26,17
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,25,9
