url_path,views_total,views_unique
/floneum/floneum,431,166
/floneum/floneum/tree/main/interfaces/kalosm,258,65
/floneum/floneum/tree/main/floneum/floneum,151,46
/floneum/floneum/releases/tag/v0.2.0,111,82
/floneum/floneum/commits/main,89,7
/floneum/floneum/tree/main/interfaces/kalosm/examples,85,20
/floneum/floneum/tree/main/interfaces,72,16
/floneum/floneum/issues,62,24
/floneum/floneum/blob/main/interfaces/kalosm/examples/transcribe.rs,45,10
/floneum/floneum/blob/main/interfaces/kalosm/Cargo.toml,43,6
