url_path,views_total,views_unique
/floneum/floneum,334,190
/floneum/floneum/tree/main/interfaces/kalosm,306,66
/floneum/floneum/tree/main/interfaces/kalosm/examples,183,27
/floneum/floneum/releases/tag/v0.2.0,156,62
/floneum/floneum/tree/main/floneum/floneum,140,37
/floneum/floneum/tree/main/floneum,65,17
/floneum/floneum/blob/main/interfaces/kalosm/examples/chat.rs,61,16
/floneum/floneum/tree/main/interfaces,55,16
/floneum/floneum/tree/main/models,54,13
/floneum/floneum/tree/main/interfaces/kalosm/src,47,8
