url_path,views_total,views_unique
/floneum/floneum/tree/master/interfaces/kalosm,380,87
/floneum/floneum,256,132
/floneum/floneum/tree/master/floneum/floneum,106,34
/floneum/floneum/tree/master/interfaces/kalosm/examples,99,20
/floneum/floneum/tree/master/interfaces,71,17
/floneum/floneum/tree/master,52,31
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,42,15
/floneum/floneum/releases/tag/v0.2.0,37,25
/floneum/floneum/tree/master/kalosm,35,15
/floneum/floneum/tree/master/interfaces/kalosm/src,35,9
