url_path,views_total,views_unique
/floneum/floneum,451,253
/floneum/floneum/tree/master/interfaces/kalosm,302,72
/floneum/floneum/tree/master/floneum/floneum,223,72
/floneum/floneum/tree/master/interfaces/kalosm/examples,81,10
/floneum/floneum/tree/master/models,57,15
/floneum/floneum/tree/master,49,27
/floneum/floneum/tree/master/interfaces,47,14
/floneum/floneum/tree/master/floneum,46,13
/floneum/floneum/releases/tag/v0.2.0,32,23
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,27,9
