url_path,views_total,views_unique
/floneum/floneum/tree/master/interfaces/kalosm,296,82
/floneum/floneum,235,133
/floneum/floneum/tree/master/floneum/floneum,128,41
/floneum/floneum/tree/master/interfaces/kalosm/examples,73,15
/floneum/floneum/tree/master,53,29
/floneum/floneum/tree/master/interfaces,38,14
/floneum/floneum/tree/master/models,33,13
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,33,11
/floneum/floneum/releases/tag/v0.2.0,32,25
/floneum/floneum/tree/master/floneum,32,12
