time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-16 00:00:00+00:00,6,5,200,32
2024-02-17 00:00:00+00:00,66,23,173,25
2024-02-18 00:00:00+00:00,90,32,346,17
2024-02-19 00:00:00+00:00,54,22,175,29
2024-02-20 00:00:00+00:00,14,7,156,28
2024-02-21 00:00:00+00:00,58,25,382,37
2024-02-22 00:00:00+00:00,6,5,204,24
2024-02-23 00:00:00+00:00,33,15,171,22
2024-02-24 00:00:00+00:00,31,13,148,16
2024-02-25 00:00:00+00:00,7,6,83,16
2024-02-26 00:00:00+00:00,5,5,417,38
2024-02-27 00:00:00+00:00,5,5,145,32
2024-02-28 00:00:00+00:00,37,19,945,122
2024-02-29 00:00:00+00:00,46,19,728,78
