url_path,views_total,views_unique
/floneum/floneum,365,186
/floneum/floneum/releases/tag/v0.2.0,297,200
/floneum/floneum/tree/main/interfaces/kalosm,162,54
/floneum/floneum/tree/main/floneum/floneum,157,50
/floneum/floneum/tree/main/floneum,73,22
/floneum/floneum/tree/main/interfaces/kalosm/examples,70,19
/floneum/floneum/blob/main/interfaces/kalosm/examples/chat.rs,44,17
/floneum/floneum/tree/main/interfaces,44,14
/floneum/floneum/tree/main/models,44,14
/floneum/floneum/blob/main/interfaces/kalosm/examples/ocr.rs,40,14
