url_path,views_total,views_unique
/floneum/floneum,302,167
/floneum/floneum/tree/main/interfaces/kalosm,260,57
/floneum/floneum/tree/main/interfaces/kalosm/examples,130,21
/floneum/floneum/tree/main/floneum/floneum,102,34
/floneum/floneum/releases/tag/v0.2.0,79,45
/floneum/floneum/tree/main/models,48,17
/floneum/floneum/blob/main/interfaces/kalosm/examples/ocr.rs,48,14
/floneum/floneum/blob/main/interfaces/kalosm/examples/chat.rs,46,12
/floneum/floneum/tree/main/interfaces,43,15
/floneum/floneum/issues,42,16
