url_path,views_total,views_unique
/floneum/floneum,391,196
/floneum/floneum/tree/master/interfaces/kalosm,332,73
/floneum/floneum/tree/master/interfaces,76,18
/floneum/floneum/tree/master/floneum/floneum,70,23
/floneum/floneum/tree/master/models,69,19
/floneum/floneum/tree/master/interfaces/kalosm/examples,67,16
/floneum/floneum/tree/master,62,39
/floneum/floneum/tree/master/kalosm,54,25
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,54,17
/floneum/floneum/tree/master/models/rphi/src,52,4
