url_path,views_total,views_unique
/floneum/floneum/tree/master/interfaces/kalosm,268,77
/floneum/floneum,228,129
/floneum/floneum/tree/master/floneum/floneum,127,39
/floneum/floneum/tree/master/interfaces/kalosm/examples,67,13
/floneum/floneum/tree/master,54,30
/floneum/floneum/tree/master/interfaces,47,15
/floneum/floneum/tree/master/floneum,38,13
/floneum/floneum/tree/master/models,36,14
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,31,10
/floneum/floneum/releases/tag/v0.2.0,30,22
