url_path,views_total,views_unique
/floneum/floneum/tree/master/interfaces/kalosm,330,74
/floneum/floneum,316,138
/floneum/floneum/tree/master/floneum/floneum,144,43
/floneum/floneum/tree/master/models,85,22
/floneum/floneum/tree/master/interfaces,78,20
/floneum/floneum/tree/master/floneum,73,19
/floneum/floneum/tree/master/interfaces/kalosm/examples,60,13
/floneum/floneum/tree/master,58,38
/floneum/floneum/commits/master,50,11
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,41,16
