url_path,views_total,views_unique
/floneum/floneum/tree/master/interfaces/kalosm,384,84
/floneum/floneum,251,127
/floneum/floneum/tree/master/interfaces/kalosm/examples,107,20
/floneum/floneum/tree/master/floneum/floneum,97,32
/floneum/floneum/tree/master/interfaces,75,19
/floneum/floneum/tree/master,52,29
/floneum/floneum/tree/master/interfaces/kalosm/src,48,11
/floneum/floneum/tree/master/kalosm,44,18
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,42,15
/floneum/floneum/releases/tag/v0.2.0,41,28
